	SV_1	SV_2	SV_3	SV_4	SV_5	SV_6	SV_7	SV_8	SV_9	SV_10	SV_11	SV_12	SV_13	SV_14	SV_15	SV_16	SV_17	SV_18	SV_19	SV_20	SV_21	SV_22	SV_23	SV_24	SV_25	SV_26	SV_27	SV_28	SV_29	SV_30	SV_31	SV_32	SV_33	SV_34	SV_35	SV_36	SV_37	SV_38	SV_39	SV_40	SV_41	SV_42	SV_43	SV_44	SV_45	SV_46	SV_47	SV_48	SV_49	SV_50	SV_51	SV_52	SV_53	SV_54	SV_55	SV_56	SV_57	SV_58	SV_59	SV_60	SV_61	SV_62	SV_63	SV_64	SV_65	SV_66	SV_67	SV_68	SV_69	SV_70	SV_71	SV_72	SV_73	SV_74	SV_75	SV_76	SV_77	SV_78	SV_79	SV_80	SV_81	SV_82	SV_83	SV_84	SV_85	SV_86	SV_87	SV_88	SV_89	SV_90	SV_91	SV_92	SV_93	SV_94	SV_95	SV_96	SV_97	SV_98	SV_99	SV_100	SV_101	SV_102	SV_103	SV_104	SV_105	SV_106	SV_107	SV_108	SV_109	SV_110	SV_111	SV_112	SV_113	SV_114	SV_115	SV_116	SV_117	SV_118	SV_119	SV_120	SV_121	SV_122	SV_123	SV_124	SV_125	SV_126	SV_127	SV_128	SV_129	SV_130	SV_131	SV_132	SV_133	SV_134	SV_135	SV_136	SV_137	SV_138	SV_139	SV_140	SV_141	SV_142	SV_143	SV_144	SV_145	SV_146	SV_147	SV_148	SV_149	SV_150	SV_151	SV_152	SV_153	SV_154	SV_155	SV_156	SV_157	SV_158	SV_159	SV_160	SV_161	SV_162	SV_163	SV_164	SV_165	SV_166	SV_167	SV_168	SV_169	SV_170	SV_171	SV_172	SV_173	SV_174	SV_175	SV_176	SV_177	SV_178	SV_179	SV_180	SV_181	SV_182	SV_183	SV_184	SV_185	SV_186	SV_187	SV_188	SV_189	SV_190	SV_191	SV_192	SV_193	SV_194	SV_195	SV_196	SV_197	SV_198	SV_199	SV_200	SV_201	SV_202	SV_203	SV_204	SV_205	SV_206	SV_207	SV_208	SV_209	SV_210	SV_211	SV_212	SV_213	SV_214	SV_215	SV_216	SV_217	SV_218	SV_219	SV_220	SV_221	SV_222	SV_223	SV_224	SV_225	SV_226	SV_227	SV_228	SV_229	SV_230	SV_231	SV_232	SV_233	SV_234	SV_235	SV_236	SV_237	SV_238	SV_239	SV_240	SV_241	SV_242	SV_243	SV_244	SV_245	SV_246	SV_247	SV_248	SV_249	SV_250	SV_251	SV_252	SV_253	SV_254	SV_255	SV_256	SV_257	SV_258	SV_259	SV_260	SV_261	SV_262	SV_263	SV_264	SV_265	SV_266	SV_267	SV_268	SV_269	SV_270	SV_271	SV_272	SV_273	SV_274	SV_275	SV_276	SV_277	SV_278	SV_279	SV_280	SV_281	SV_282	SV_283	SV_284	SV_285	SV_286	SV_287	SV_288	SV_289	SV_290	SV_291	SV_292	SV_293	SV_294	SV_295	SV_296	SV_297	SV_298	SV_299	SV_300	SV_301	SV_302	SV_303	SV_304	SV_305	SV_306	SV_307	SV_308	SV_309	SV_310	SV_311	SV_312	SV_313	SV_314	SV_315	SV_316	SV_317	SV_318	SV_319	SV_320	SV_321	SV_322	SV_323	SV_324	SV_325	SV_326	SV_327	SV_328	SV_329	SV_330	SV_331	SV_332	SV_333	SV_334	SV_335	SV_336	SV_337	SV_338	SV_339	SV_340	SV_341	SV_342	SV_343	SV_344	SV_345	SV_346	SV_347	SV_348	SV_349	SV_350	SV_351	SV_352	SV_353	SV_354	SV_355	SV_356	SV_357	SV_358	SV_359	SV_360	SV_361	SV_362	SV_363	SV_364	SV_365	SV_366	SV_367	SV_368	SV_369	SV_370	SV_371	SV_372	SV_373	SV_374	SV_375	SV_376	SV_377	SV_378	SV_379	SV_380	SV_381	SV_382	SV_383	SV_384	SV_385	SV_386	SV_387	SV_388	SV_389	SV_390	SV_391	SV_392	SV_393	SV_394	SV_395	SV_396	SV_397	SV_398	SV_399	SV_400	SV_401	SV_402	SV_403	SV_404	SV_405	SV_406	SV_407	SV_408	SV_409	SV_410	SV_411	SV_412	SV_413	SV_414	SV_415	SV_416	SV_417	SV_418	SV_419	SV_420	SV_421	SV_422	SV_423	SV_424	SV_425	SV_426	SV_427	SV_428	SV_429	SV_430	SV_431	SV_432	SV_433	SV_434	SV_435	SV_436	SV_437	SV_438	SV_439	SV_440	SV_441	SV_442	SV_443	SV_444	SV_445	SV_446	SV_447	SV_448	SV_449	SV_450	SV_451	SV_452	SV_453	SV_454	SV_455	SV_456	SV_457	SV_458	SV_459	SV_460	SV_461	SV_462	SV_463	SV_464	SV_465	SV_466	SV_467	SV_468	SV_469
H2_T1_R1	2197	5282	1997	2723	1409	268	1570	966	4	32	0	791	599	444	1295	1010	1414	393	717	95	131	494	469	3945	989	521	1750	225	427	389	273	0	0	67	172	0	319	0	115	393	106	302	38	207	781	0	0	0	3915	90	0	37	114	215	0	0	95	143	228	201	553	146	0	44	302	0	85	172	72	141	0	0	908	62	0	26	0	69	492	0	0	0	0	0	0	51	0	0	0	0	20	76	150	0	0	0	0	52	0	0	0	0	111	68	0	0	522	10	141	0	0	49	125	0	0	68	0	7	16	211	0	0	0	0	78	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	179	0	0	286	110	0	0	0	0	0	0	0	35	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	192	86	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2_T1_R3	2847	4200	1023	812	2264	253	1008	529	49	0	0	594	292	685	556	117	955	403	490	9265	288	324	253	0	213	70	1198	116	632	1059	366	0	0	102	96	55	111	3675	133	234	0	226	80	97	271	0	0	35	0	0	0	6	61	356	0	0	109	0	29	0	22	41	0	0	178	0	0	9	118	0	0	104	0	0	0	0	0	0	0	0	158	0	0	0	0	20	0	20	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	176	0	167	0	488	0	98	0	0	0	69	31	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2_T2_R1	4690	2283	1524	424	2382	2220	458	927	0	907	0	559	296	154	1339	437	286	128	108	33	1297	1085	666	1156	0	842	447	1106	286	277	473	0	0	75	56	1030	0	0	259	814	360	127	1183	364	25	140	257	0	10	0	490	411	0	0	0	0	44	80	29	42	0	29	46	24	0	43	267	36	127	0	88	0	0	0	0	0	112	0	0	0	602	0	0	0	0	0	0	8	6	0	0	0	0	0	391	0	0	0	5	0	0	0	0	0	0	0	0	25	0	37	0	440	229	0	0	0	0	75	0	65	0	0	0	0	0	50	0	0	0	0	0	122	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	23	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	201	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2_T2_R2	4169	3072	1598	3515	2495	546	185	628	56	76	0	208	1574	1212	118	875	841	1769	851	0	1371	1896	1029	293	335	370	502	503	499	730	2295	0	27	0	385	0	0	0	213	0	146	158	0	3188	164	0	0	0	0	0	0	118	89	0	11	0	51	87	19	23	24	212	0	384	227	0	0	63	120	0	0	14	14	0	0	0	26	0	46	0	145	0	0	0	0	0	0	12	3	0	0	0	0	0	0	0	0	9	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	38	0	0	0	18	10	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	8	0	257	0	0	496	0	0	0	37	0	0	0	0	0	0	0	0	0	0	41	0	0	0	12	0	0	0	0	0	0	172	0	195	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	33	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2_T2_R3	4020	6043	2067	835	513	964	1421	788	186	701	0	276	1053	91	611	70	237	230	270	0	490	689	529	0	247	1043	547	163	131	447	720	0	0	210	0	1609	0	0	230	0	0	300	15	164	97	60	147	0	0	0	27	693	116	0	0	0	227	0	20	380	46	41	19	0	0	965	0	20	21	0	58	0	0	73	2526	30	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	10	0	0	0	82	0	0	0	0	0	0	0	0	142	0	0	75	0	0	19	11	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	142	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	9	28	65	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2_T3_R1	2641	2710	1339	927	591	1389	236	782	804	20	0	104	636	210	1082	744	85	382	769	0	343	545	345	269	499	694	174	143	935	630	375	0	22	620	58	0	481	0	126	0	0	143	133	34	17	0	0	0	205	0	0	69	0	705	0	318	60	37	31	0	52	64	0	0	46	0	0	27	32	0	0	0	2066	73	0	364	61	19	34	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	75	0	0	101	0	10	32	9	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2_T3_R2	1998	10748	1345	914	1471	156	183	883	6041	185	0	0	1244	1038	348	457	691	651	667	0	519	83	424	1191	813	0	383	93	195	829	94	0	0	311	0	0	0	0	114	743	138	574	58	9	104	0	62	0	0	0	0	124	68	99	0	0	69	0	105	211	81	62	0	217	74	0	0	0	72	0	0	96	0	0	0	111	0	263	284	632	195	316	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1078	0	0	0	0	0	0	0	0	10	202	62	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	58	0	0	139	0	0	0	0	212	0	0	0	168	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	148	0	0	119	0	0	60	333	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	175	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	212	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2_T3_R3	929	2504	882	232	294	1202	2110	1277	15	437	0	437	944	784	2157	113	179	3318	1685	68	195	341	524	0	182	836	229	115	181	387	159	29	0	0	0	310	0	0	47	294	0	124	21	0	94	35	109	0	0	0	0	110	0	136	699	0	158	48	4005	0	114	11	0	0	0	25	0	4424	0	0	0	160	186	582	584	0	70	0	0	650	0	0	0	0	0	0	0	6	3	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	92	0	25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	205	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3_T1_R1	9808	9810	895	714	705	1633	471	1256	2668	61	0	284	432	472	1698	94	0	6928	938	0	294	416	322	1197	951	94	276	438	185	1600	82	0	0	144	234	103	116	0	520	161	0	550	76	0	0	0	0	0	0	86	0	28	0	242	0	0	280	0	0	0	0	28	0	0	81	0	0	0	0	0	0	0	0	0	0	0	85	14	26	0	0	0	0	0	0	52	0	15	6	0	18	0	0	0	413	0	0	0	9	0	0	0	0	33	0	0	0	0	2	0	0	159	0	0	0	0	0	3	167	63	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	6	0	0	0	0	31	0	0	0	71	2	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3_T1_R2	6176	15550	1543	857	666	2327	1283	1071	458	28	0	1515	336	1903	412	162	179	650	1835	7682	553	275	363	308	337	601	226	531	314	282	189	0	0	555	1086	438	213	1143	316	82	141	806	135	0	44	509	0	0	90	0	2084	4	93	78	0	0	0	0	38	14	0	46	234	0	0	76	0	0	34	0	0	0	0	0	0	0	97	0	78	0	0	0	0	0	0	52	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	443	0	0	0	0	0	0	16	8	16	0	0	0	0	20	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	1007	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	350	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3_T1_R3	4956	6958	2367	862	4075	260	1276	3729	896	20	0	3333	1091	861	1967	79	0	576	2492	998	360	945	440	0	233	362	207	363	428	697	1096	0	0	326	0	433	120	330	247	0	0	386	0	0	0	49	0	38	107	1237	0	0	127	97	0	0	319	0	0	0	87	57	0	0	0	146	0	0	227	0	0	123	0	0	0	0	0	0	0	0	486	0	0	0	0	738	0	0	0	0	212	78	81	0	0	0	0	0	0	0	0	0	0	29	164	0	0	0	0	0	0	500	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	74	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	51	0	0	192	0	0	0	0	0	42	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3_T2_R1	4354	2689	3910	1233	702	1053	282	520	671	82	0	873	200	291	88	1250	57	139	163	8552	1056	212	381	381	138	803	60	204	684	559	141	406	801	56	71	0	52	3433	228	0	106	158	0	105	39	327	0	0	19	85	1538	136	205	0	327	0	0	73	18	47	0	58	267	0	165	115	0	0	40	62	0	40	0	0	0	0	0	54	0	172	0	0	0	137	0	0	0	205	311	0	16	0	0	0	0	0	0	0	8	0	0	115	0	0	58	0	0	0	0	0	459	100	0	0	0	0	0	0	27	24	0	0	26	117	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
